img_name,saddle,persistence,puncak_mati,puncak_utama
BNE_7323_ccrop.jpg,19.646883,0.076200,19.723083,20.223748
BNE_7323_ccrop.jpg,19.313208,0.384508,19.697716,20.223748
BNE_7323_ccrop.jpg,19.235384,0.462332,19.697716,20.223748
BNE_7323_ccrop.jpg,14.317821,0.104384,14.422205,14.764823
BNE_7323_ccrop.jpg,14.317821,0.447002,14.764823,14.764823
BNE_7323_ccrop.jpg,13.453624,0.147846,13.601471,14.764823
BNE_7323_ccrop.jpg,12.041595,2.723228,14.764823,20.223748
BNE_7323_ccrop.jpg,10.770330,0.410010,11.180340,20.223748
BNE_7323_ccrop.jpg,10.770330,0.410010,11.180340,20.223748
BNE_7323_ccrop.jpg,10.198039,0.242267,10.440307,20.223748
BNE_7323_ccrop.jpg,10.049876,0.148163,10.198039,20.223748
BNE_7323_ccrop.jpg,10.000000,10.223748,20.223748,20.223748
BNE_7938_ccrop.jpg,21.095023,0.118180,21.213203,22.000000
BNE_7938_ccrop.jpg,20.880613,0.214410,21.095023,22.000000
BNE_7938_ccrop.jpg,19.104973,0.104400,19.209373,22.000000
BNE_7938_ccrop.jpg,18.867962,3.132038,22.000000,41.231056
BNE_8741_ccrop.jpg,24.758837,0.241163,25.000000,25.059928
BNE_8741_ccrop.jpg,24.738634,0.261366,25.000000,25.059928
BNE_8741_ccrop.jpg,24.596748,0.101430,24.698178,25.059928
BNE_8741_ccrop.jpg,24.351591,0.346587,24.698178,25.059928
BNE_8741_ccrop.jpg,24.041631,0.145143,24.186773,25.059928
BNE_8741_ccrop.jpg,23.769729,0.271902,24.041631,25.455844
BNE_8741_ccrop.jpg,23.537205,0.232524,23.769729,25.455844
BNE_8741_ccrop.jpg,23.409400,0.360329,23.769729,25.455844
BNE_8741_ccrop.jpg,21.000000,0.840330,21.840330,25.059928
BNE_8741_ccrop.jpg,19.235384,0.181104,19.416488,25.455844
BNE_8741_ccrop.jpg,18.973666,0.339542,19.313208,25.059928
BNE_8741_ccrop.jpg,18.973666,6.086262,25.059928,25.455844
BNE_9373_ccrop.jpg,26.172505,0.133388,26.305893,32.015621
BNE_9373_ccrop.jpg,25.709920,0.251590,25.961510,32.015621
BNE_9763_ccrop.jpg,17.088007,0.116643,17.204651,17.262677
BNE_9763_ccrop.jpg,16.031220,0.093296,16.124515,23.194827
BNE_9763_ccrop.jpg,16.031220,0.093296,16.124515,17.262677
BNE_9763_ccrop.jpg,15.524175,0.475825,16.000000,23.194827
BNE_9763_ccrop.jpg,15.033296,0.099450,15.132746,23.194827
BNE_9763_ccrop.jpg,14.142136,0.280069,14.422205,17.262677
BNE_9763_ccrop.jpg,13.601471,0.290973,13.892444,18.000000
BNE_9763_ccrop.jpg,13.601471,3.661206,17.262677,18.000000
BNE_9763_ccrop.jpg,13.453624,4.546376,18.000000,23.194827
BNE_12387_ccrop.jpg,19.798990,0.201010,20.000000,21.633308
BNE_12387_ccrop.jpg,19.026298,0.078676,19.104973,19.313208
BNE_12387_ccrop.jpg,13.601471,0.326918,13.928388,13.928388
BNE_12387_ccrop.jpg,13.341664,0.074744,13.416408,21.633308
BNE_12387_ccrop.jpg,13.341664,0.074744,13.416408,13.601471
BNE_12387_ccrop.jpg,13.341664,0.111960,13.453624,13.928388
BNE_12387_ccrop.jpg,13.341664,0.586724,13.928388,19.313208
BNE_12387_ccrop.jpg,13.038405,0.378003,13.416408,13.601471
BNE_12387_ccrop.jpg,13.038405,0.378003,13.416408,13.601471
BNE_12387_ccrop.jpg,13.000000,0.416408,13.416408,21.633308
BNE_12387_ccrop.jpg,13.000000,0.601471,13.601471,21.633308
BNE_12387_ccrop.jpg,12.727922,0.078326,12.806248,21.633308
BNE_12387_ccrop.jpg,12.727922,6.585286,19.313208,21.633308
BNE_12405_ccrop.jpg,20.396078,0.219450,20.615528,22.000000
BNE_12405_ccrop.jpg,20.396078,0.195182,20.591260,20.615528
BNE_12405_ccrop.jpg,20.248457,0.367071,20.615528,22.000000
BNE_12405_ccrop.jpg,18.000000,0.248288,18.248288,22.000000
BNE_12405_ccrop.jpg,17.888544,0.139213,18.027756,22.000000
BNE_12405_ccrop.jpg,16.401219,0.091203,16.492423,22.000000
BNE_12405_ccrop.jpg,14.317821,0.104384,14.422205,21.931712
BNE_12405_ccrop.jpg,13.928388,0.071612,14.000000,21.931712
BNE_12405_ccrop.jpg,13.000000,8.931712,21.931712,22.000000
BNE_14932_ccrop.jpg,18.027756,0.083014,18.110770,18.357560
BNE_14932_ccrop.jpg,17.720045,0.307711,18.027756,18.248288
BNE_14932_ccrop.jpg,17.720045,0.528242,18.248288,18.357560
BNE_14932_ccrop.jpg,17.691806,0.112688,17.804494,18.357560
BNE_14932_ccrop.jpg,17.691806,0.112688,17.804494,17.804494
BNE_14932_ccrop.jpg,17.492856,0.311638,17.804494,18.357560
BNE_14932_ccrop.jpg,16.970563,0.917981,17.888544,18.357560
BNE_14932_ccrop.jpg,16.970563,0.058824,17.029386,18.357560
BNE_14932_ccrop.jpg,16.552945,0.090372,16.643317,18.357560
BNE_14932_ccrop.jpg,16.552945,0.090372,16.643317,18.357560
BNE_14932_ccrop.jpg,16.401219,0.598781,17.000000,18.357560
BNE_14932_ccrop.jpg,10.630146,7.727414,18.357560,22.360680
BNE_16131_ccrop.jpg,18.439089,0.242453,18.681542,18.867962
BNE_16131_ccrop.jpg,18.248288,0.190801,18.439089,18.867962
BNE_16131_ccrop.jpg,17.117243,1.750719,18.867962,23.537205
BNE_16131_ccrop.jpg,10.630146,0.140184,10.770330,23.537205
BNE_16131_ccrop.jpg,10.049876,0.148163,10.198039,23.537205
BNE_16131_ccrop.jpg,9.848858,7.151142,17.000000,23.537205
BNE_17008_ccrop.jpg,23.021729,0.065064,23.086793,37.121422
BNE_17008_ccrop.jpg,22.360680,0.200349,22.561028,37.121422
BNE_21130_ccrop.jpg,18.248288,0.433254,18.681542,20.099751
BNE_21130_ccrop.jpg,18.027756,0.329803,18.357560,18.439089
BNE_21130_ccrop.jpg,18.027756,0.329803,18.357560,18.357560
BNE_21130_ccrop.jpg,18.027756,0.329803,18.357560,20.099751
BNE_21130_ccrop.jpg,17.888544,0.469016,18.357560,18.439089
BNE_21130_ccrop.jpg,17.888544,0.469016,18.357560,18.439089
BNE_21130_ccrop.jpg,17.691806,0.747283,18.439089,20.099751
BNE_21130_ccrop.jpg,16.031220,0.093296,16.124515,20.099751
BNE_21130_ccrop.jpg,15.620499,0.190889,15.811388,15.811388
BNE_21130_ccrop.jpg,15.556349,0.064150,15.620499,15.652476
BNE_21130_ccrop.jpg,15.556349,0.255039,15.811388,16.000000
BNE_21130_ccrop.jpg,15.524175,0.096325,15.620499,21.400935
BNE_21130_ccrop.jpg,15.524175,0.128301,15.652476,20.099751
BNE_21130_ccrop.jpg,15.264338,0.388138,15.652476,16.000000
BNE_21130_ccrop.jpg,15.231546,0.420930,15.652476,21.400935
BNE_21130_ccrop.jpg,15.231546,0.768454,16.000000,20.099751
BNE_21130_ccrop.jpg,9.219544,0.214437,9.433981,21.400935
BNE_21130_ccrop.jpg,9.055385,0.164159,9.219544,20.099751
BNE_21130_ccrop.jpg,8.944272,0.275273,9.219544,21.400935
BNE_21130_ccrop.jpg,8.944272,11.155479,20.099751,21.400935
BNE_24354_ccrop.jpg,25.495098,0.117399,25.612497,25.612497
BNE_24354_ccrop.jpg,24.698178,0.361750,25.059928,25.059928
BNE_24354_ccrop.jpg,21.213203,0.164355,21.377558,21.587033
BNE_24354_ccrop.jpg,21.213203,0.373830,21.587033,25.612497
BNE_24354_ccrop.jpg,14.142136,0.070535,14.212670,25.612497
BNE_24354_ccrop.jpg,13.928388,0.389433,14.317821,25.059928
BNE_24354_ccrop.jpg,13.892444,11.167484,25.059928,25.612497
BNE_25765_ccrop.jpg,14.142136,9.627593,23.769729,25.059928
BNE_27915_ccrop.jpg,19.798990,0.050443,19.849433,23.323808
BNE_27915_ccrop.jpg,14.142136,0.418084,14.560220,14.866069
BNE_27915_ccrop.jpg,13.601471,1.398529,15.000000,23.323808
BNE_27915_ccrop.jpg,13.038405,0.303259,13.341664,14.866069
BNE_27915_ccrop.jpg,5.000000,9.866069,14.866069,23.323808
EO_7922_ccrop.jpg,22.203603,0.157076,22.360680,24.000000
EO_7922_ccrop.jpg,21.931712,0.091003,22.022716,24.000000
EO_7922_ccrop.jpg,21.400935,0.186099,21.587033,24.000000
EO_7922_ccrop.jpg,20.248457,0.342804,20.591260,20.591260
EO_7922_ccrop.jpg,12.041595,6.559481,18.601075,24.000000
EO_7922_ccrop.jpg,9.000000,0.055385,9.055385,24.000000
EO_7922_ccrop.jpg,9.000000,11.591260,20.591260,24.000000
EO_8539_ccrop.jpg,19.000000,0.104973,19.104973,19.924859
EO_8539_ccrop.jpg,15.033296,0.099450,15.132746,18.000000
EO_8539_ccrop.jpg,8.246211,0.297792,8.544004,8.544004
EO_8539_ccrop.jpg,8.246211,0.297792,8.544004,9.055385
EO_8539_ccrop.jpg,7.615773,0.446485,8.062258,9.055385
EO_8539_ccrop.jpg,7.071068,0.140035,7.211103,9.055385
EO_8539_ccrop.jpg,7.071068,0.739182,7.810250,9.055385
EO_8539_ccrop.jpg,7.071068,0.209042,7.280110,9.055385
EO_8539_ccrop.jpg,6.324555,0.383649,6.708204,9.055385
EO_8539_ccrop.jpg,6.324555,0.078569,6.403124,9.055385
EO_8539_ccrop.jpg,5.830952,3.224433,9.055385,18.000000
EO_8539_ccrop.jpg,5.830952,12.169048,18.000000,19.924859
EO_8635_ccrop.jpg,19.798990,0.050443,19.849433,20.518285
EO_8635_ccrop.jpg,19.235384,0.077824,19.313208,19.416488
EO_8635_ccrop.jpg,18.973666,0.442822,19.416488,19.416488
EO_8635_ccrop.jpg,5.656854,0.174098,5.830952,20.518285
EO_8635_ccrop.jpg,5.385165,8.650504,14.035669,20.518285
EO_8635_ccrop.jpg,2.236068,17.180420,19.416488,20.518285
EO_8741_ccrop.jpg,21.213203,0.187731,21.400935,24.596748
EO_8741_ccrop.jpg,21.213203,0.420104,21.633308,24.596748
EO_8741_ccrop.jpg,20.024984,0.074767,20.099751,20.591260
EO_8741_ccrop.jpg,19.416488,0.281228,19.697716,20.591260
EO_8741_ccrop.jpg,19.416488,0.230395,19.646883,20.591260
EO_8741_ccrop.jpg,19.235384,0.411499,19.646883,20.591260
EO_8741_ccrop.jpg,19.000000,0.104973,19.104973,25.455844
EO_8741_ccrop.jpg,19.000000,1.591260,20.591260,25.455844
EO_8741_ccrop.jpg,19.000000,0.104973,19.104973,25.455844
EO_8741_ccrop.jpg,2.236068,22.360680,24.596748,25.455844
EO_9228_ccrop.jpg,24.351591,0.061520,24.413111,24.596748
EO_9228_ccrop.jpg,24.166092,0.430656,24.596748,24.698178
EO_9228_ccrop.jpg,22.627417,0.394312,23.021729,24.698178
EO_9228_ccrop.jpg,22.472205,0.353219,22.825424,24.698178
EO_9228_ccrop.jpg,21.000000,3.698178,24.698178,32.649655
EO_9265_ccrop.jpg,16.000000,3.798990,19.798990,21.213203
EO_9265_ccrop.jpg,4.472136,16.741067,21.213203,28.600699
EO_9265_ccrop.jpg,2.000000,0.828427,2.828427,28.600699
EO_10150_ccrop.jpg,19.000000,0.235384,19.235384,19.646883
EO_10150_ccrop.jpg,18.681542,0.292124,18.973666,19.646883
EO_10150_ccrop.jpg,18.601075,0.187219,18.788294,19.646883
EO_10150_ccrop.jpg,18.357560,0.243515,18.601075,19.646883
EO_10150_ccrop.jpg,17.720045,0.279955,18.000000,18.027756
EO_10150_ccrop.jpg,17.691806,0.112688,17.804494,18.027756
EO_10150_ccrop.jpg,17.492856,0.311638,17.804494,18.027756
EO_10150_ccrop.jpg,17.492856,0.534901,18.027756,19.646883
EO_10150_ccrop.jpg,13.152946,0.188718,13.341664,26.627054
EO_10150_ccrop.jpg,13.038405,0.303259,13.341664,15.811388
EO_10150_ccrop.jpg,13.000000,2.811388,15.811388,26.627054
EO_10150_ccrop.jpg,2.236068,17.410815,19.646883,26.627054
EO_12586_ccrop.jpg,19.104973,0.311515,19.416488,22.472205
EO_12586_ccrop.jpg,17.088007,0.116643,17.204651,22.472205
EO_12586_ccrop.jpg,16.763055,0.236945,17.000000,22.472205
EO_12586_ccrop.jpg,15.000000,0.231546,15.231546,16.970563
EO_12586_ccrop.jpg,14.866069,0.365477,15.231546,23.000000
EO_12586_ccrop.jpg,14.764823,2.205740,16.970563,23.000000
EO_12586_ccrop.jpg,8.602325,0.341947,8.944272,22.472205
EO_12586_ccrop.jpg,8.000000,0.062258,8.062258,22.472205
EO_12586_ccrop.jpg,3.000000,0.162278,3.162278,22.472205
EO_12586_ccrop.jpg,2.236068,0.592359,2.828427,22.472205
EO_12586_ccrop.jpg,2.000000,20.472205,22.472205,23.000000
EO_14468_ccrop.jpg,25.495098,0.058767,25.553865,25.806976
EO_14468_ccrop.jpg,7.810250,12.998402,20.808652,25.806976
BA_21413_ccrop.jpg,26.832816,0.093008,26.925824,27.459060
BA_21413_ccrop.jpg,26.476405,0.206924,26.683328,27.459060
BA_21413_ccrop.jpg,26.248809,0.321851,26.570661,27.459060
BA_21413_ccrop.jpg,19.798990,0.201010,20.000000,20.000000
BA_21413_ccrop.jpg,19.798990,0.201010,20.000000,20.124612
BA_21413_ccrop.jpg,16.278821,3.845791,20.124612,27.459060
BA_21413_ccrop.jpg,12.000000,6.384776,18.384776,27.459060
BA_21413_ccrop.jpg,10.816654,0.363686,11.180340,12.000000
BA_21413_ccrop.jpg,10.770330,1.229670,12.000000,27.459060
BA_22197_ccrop.jpg,31.256999,0.570662,31.827661,32.249031
BA_22197_ccrop.jpg,30.265492,0.148321,30.413813,31.622777
BA_22197_ccrop.jpg,29.614186,0.067458,29.681644,31.622777
BA_22197_ccrop.jpg,29.614186,0.067458,29.681644,32.249031
BA_22197_ccrop.jpg,29.154759,0.256123,29.410882,31.622777
BA_22197_ccrop.jpg,29.154759,0.256123,29.410882,32.249031
BA_22197_ccrop.jpg,29.120440,0.085724,29.206164,31.622777
BA_22197_ccrop.jpg,29.068884,0.085876,29.154759,31.622777
BA_22197_ccrop.jpg,29.068884,2.553893,31.622777,32.249031
BA_24720_ccrop.jpg,21.470911,0.162397,21.633308,21.931712
BA_24720_ccrop.jpg,17.262677,0.201573,17.464249,17.492856
BA_24720_ccrop.jpg,17.000000,0.088007,17.088007,17.492856
BA_24720_ccrop.jpg,9.219544,0.214437,9.433981,9.486833
BA_24720_ccrop.jpg,7.000000,0.071068,7.071068,9.486833
BA_24720_ccrop.jpg,5.000000,4.486833,9.486833,23.086793
BA_25245_ccrop.jpg,25.806976,0.135268,25.942244,26.248809
BA_25245_ccrop.jpg,25.553865,0.058632,25.612497,26.248809
BA_25245_ccrop.jpg,19.104973,0.104400,19.209373,20.518285
BA_25245_ccrop.jpg,18.601075,0.080466,18.681542,20.518285
BA_25245_ccrop.jpg,17.888544,0.139213,18.027756,18.681542
BA_25245_ccrop.jpg,17.804494,0.553066,18.357560,18.681542
BA_25245_ccrop.jpg,17.000000,0.088007,17.088007,18.681542
BA_25245_ccrop.jpg,17.000000,0.088007,17.088007,20.518285
BA_25245_ccrop.jpg,16.492423,2.189119,18.681542,20.518285
BA_25245_ccrop.jpg,12.165525,8.352759,20.518285,26.248809
BA_25610_ccrop.jpg,27.294688,0.597963,27.892651,29.427878
BA_25610_ccrop.jpg,26.419690,0.207364,26.627054,26.832816
BA_25610_ccrop.jpg,26.419690,0.413126,26.832816,29.427878
BA_25610_ccrop.jpg,26.400758,0.432058,26.832816,29.427878
BA_26315_ccrop.jpg,35.227830,0.113364,35.341194,35.608988
BA_30267_ccrop.jpg,22.203603,0.157076,22.360680,22.472205
BA_30267_ccrop.jpg,21.840330,0.091383,21.931712,22.472205
BA_30267_ccrop.jpg,21.540659,0.391053,21.931712,22.472205
BA_30267_ccrop.jpg,20.099751,0.995272,21.095023,22.472205
BA_30267_ccrop.jpg,14.142136,0.175685,14.317821,14.764823
BA_30267_ccrop.jpg,13.928388,0.071612,14.000000,14.317821
BA_30267_ccrop.jpg,13.928388,0.389433,14.317821,14.764823
BA_30267_ccrop.jpg,13.341664,0.259806,13.601471,23.769729
BA_30267_ccrop.jpg,13.341664,1.423159,14.764823,23.769729
BA_30267_ccrop.jpg,12.000000,0.165525,12.165525,23.769729
BA_30267_ccrop.jpg,12.000000,10.472205,22.472205,23.769729
BA_31317_ccrop.jpg,22.627417,0.459376,23.086793,27.586228
BA_31317_ccrop.jpg,21.931712,0.091003,22.022716,27.586228
BA_31317_ccrop.jpg,21.931712,0.540493,22.472205,27.586228
BA_31317_ccrop.jpg,13.152946,0.188718,13.341664,13.416408
BA_31317_ccrop.jpg,7.071068,0.140035,7.211103,13.416408
BA_31317_ccrop.jpg,6.708204,0.362864,7.071068,13.416408
BA_31317_ccrop.jpg,6.403124,0.305080,6.708204,13.416408
BA_32490_ccrop.jpg,20.000000,0.223748,20.223748,36.235342
BA_32675_ccrop.jpg,22.627417,0.717818,23.345235,24.738634
BA_32675_ccrop.jpg,20.024984,0.099627,20.124612,24.738634
BA_32675_ccrop.jpg,19.646883,0.050833,19.697716,29.410882
BA_32675_ccrop.jpg,19.646883,0.050833,19.697716,24.738634
BA_32675_ccrop.jpg,19.313208,5.425426,24.738634,29.410882
BA_32675_ccrop.jpg,12.083046,0.286271,12.369317,14.764823
BA_32675_ccrop.jpg,12.083046,2.681777,14.764823,29.410882
BA_32996_ccrop.jpg,17.088007,0.376242,17.464249,38.832976
BA_34424_ccrop.jpg,23.194827,0.128981,23.323808,23.345235
BA_34424_ccrop.jpg,22.803509,0.196491,23.000000,23.345235
BA_34424_ccrop.jpg,19.000000,0.104973,19.104973,19.104973
BA_34424_ccrop.jpg,16.970563,2.134410,19.104973,23.345235
BA_34424_ccrop.jpg,16.278821,0.691742,16.970563,23.345235
BA_35708_ccrop.jpg,30.000000,0.232433,30.232433,30.479501
BA_35708_ccrop.jpg,29.698485,0.781016,30.479501,30.610456
BA_35708_ccrop.jpg,26.000000,0.172505,26.172505,30.610456
BA_35708_ccrop.jpg,15.000000,0.132746,15.132746,15.524175
BA_35708_ccrop.jpg,14.866069,0.133931,15.000000,15.132746
BA_35708_ccrop.jpg,14.560220,0.305849,14.866069,15.524175
BA_35708_ccrop.jpg,14.560220,0.572526,15.132746,15.524175
BA_35708_ccrop.jpg,12.165525,0.203792,12.369317,30.610456
BA_35708_ccrop.jpg,11.704700,0.336895,12.041595,30.610456
BA_35708_ccrop.jpg,11.401754,4.122420,15.524175,30.610456
LY_47940_ccrop.jpg,31.144823,0.112176,31.256999,34.713110
LY_47940_ccrop.jpg,30.594117,0.211727,30.805844,34.713110
LY_48852_ccrop.jpg,35.000000,0.057096,35.057096,39.924930
LY_51513_ccrop.jpg,39.623226,0.188833,39.812058,39.849718
LY_51513_ccrop.jpg,39.560081,0.251978,39.812058,39.849718
LY_51625_ccrop.jpg,38.209946,0.117589,38.327536,38.327536
LY_57780_ccrop.jpg,32.756679,0.258469,33.015148,33.015148
LY_57780_ccrop.jpg,32.649655,0.107023,32.756679,33.015148
LY_59662_ccrop.jpg,40.311289,0.136208,40.447497,40.853396
LY_59662_ccrop.jpg,39.812058,0.212934,40.024992,40.853396
LY_60053_ccrop.jpg,37.000000,0.121422,37.121422,37.363083
LY_60053_ccrop.jpg,32.649655,0.152783,32.802439,37.363083
LY_60053_ccrop.jpg,32.280025,0.169937,32.449961,37.363083
LY_60053_ccrop.jpg,31.953091,0.295940,32.249031,37.363083
LY_60053_ccrop.jpg,31.780497,0.172593,31.953091,31.953091
LY_60053_ccrop.jpg,31.764760,0.188330,31.953091,37.363083
LY_68814_ccrop.jpg,34.176015,0.058471,34.234486,34.234486
LY_68814_ccrop.jpg,33.000000,0.060551,33.060551,34.234486
MO_26771_ccrop.jpg,35.355339,0.112957,35.468296,36.674242
MO_26771_ccrop.jpg,32.000000,1.955854,33.955854,36.674242
MO_27445_ccrop.jpg,38.832976,0.384367,39.217343,39.319207
MO_27445_ccrop.jpg,30.364453,0.164222,30.528675,39.319207
MO_27445_ccrop.jpg,30.083218,0.330595,30.413813,30.528675
MO_27445_ccrop.jpg,30.083218,0.330595,30.413813,39.319207
MO_27445_ccrop.jpg,29.966648,0.562027,30.528675,39.319207
MO_28078_ccrop.jpg,28.000000,0.160256,28.160256,45.541190
MO_29936_ccrop.jpg,35.805028,0.250485,36.055513,36.055513
MO_29936_ccrop.jpg,35.805028,0.250485,36.055513,36.235342
MO_29936_ccrop.jpg,35.468296,0.140692,35.608988,36.235342
MO_29936_ccrop.jpg,27.294688,0.164372,27.459060,28.017851
MO_29936_ccrop.jpg,27.073973,0.220715,27.294688,36.235342
MO_29936_ccrop.jpg,26.925824,1.092027,28.017851,36.235342
