img_name,prefix,kelompok,label,nucleus_shape,split,r_lobus,r_pisah_v2,bridge_ratio_v2,n_lobus_persisten,status_topologi,luas_nukleus,piks_lubang,komponen_mentah,n_kejadian_total,r_pisah_v1,bridge_ratio_v1,r_lobus_v1,indeks_segmentasi
BNE_7323_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,20.223748416156685,12.041594578792296,0.5954185312734758,3,normal,5267,0,1,14,10.0,0.49446817643414875,20.223748416156685,-0.3370902961325051
BNE_7938_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,41.23105625617661,18.867962264113206,0.45761530208886403,2,normal,8525,476,1,6,12.5,0.5681818181818182,22.0,0.16456103044674997
BNE_8741_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,25.45584412271571,18.973665961010276,0.7453559924999299,2,normal,7352,0,1,15,19.0,0.7463904912524668,25.45584412271571,-3.655771727681227
BNE_9071_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,40.607881008493905,nan,1.0,1,tak_pernah_pecah,6983,273,1,0,16.5,0.7042028396309279,23.430749027719962,-2.9363925917655216
BNE_9373_ccrop.jpg,BNE,E_lainnya,Neutrophil,unsegmented-round,train,32.01562118716424,nan,1.0,1,tak_pernah_pecah,5250,0,1,7,5.5,0.17179113807746668,32.01562118716424,-6.046315613815956
BNE_9763_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,23.194827009486403,13.601470508735444,0.5864010325738841,3,normal,6009,0,1,11,11.0,0.47424367491514957,23.194827009486403,-0.8900403979347846
BNE_12387_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,21.633307652783937,12.727922061357855,0.588348405414552,2,normal,5274,0,1,19,12.5,0.5778127044012803,21.633307652783937,-1.5459223464896539
BNE_12405_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,22.0,13.0,0.5909090909090909,2,normal,6077,0,1,15,13.0,0.5909090909090909,22.0,-1.6409723789848343
BNE_14932_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,22.360679774997898,10.63014581273465,0.4753945729601885,2,normal,5139,0,1,13,10.0,0.4472135954999579,22.360679774997898,-1.9691003652300445
BNE_16131_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,23.53720459187964,17.11724276862369,0.7272419586533719,3,normal,5365,0,1,9,9.5,0.40361632422898297,23.53720459187964,-1.414052288056915
BNE_17008_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,37.12142238654117,nan,1.0,1,tak_pernah_pecah,6396,190,1,2,12.5,0.5359330785703401,23.323807579381203,-0.9493251020341429
BNE_21130_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,21.400934559032695,8.94427190999916,0.41793837952857293,2,normal,6375,0,1,26,9.0,0.420542382164398,21.400934559032695,-0.6042405631608254
BNE_24354_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,25.612496949731394,13.892443989449804,0.5424088099147826,2,normal,6750,0,1,12,14.0,0.5466081666101212,25.612496949731394,-2.3499136836784693
BNE_25765_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,25.059928172283335,14.142135623730951,0.5643326479831003,2,normal,5298,0,1,2,14.5,0.5786129912390261,25.059928172283335,-3.5601853877997094
BNE_27915_ccrop.jpg,BNE,A_sepakat_band,Neutrophil,unsegmented-band,train,23.323807579381203,13.601470508735444,0.5831582370264221,3,normal,5050,0,1,9,5.0,0.21437323142813602,23.323807579381203,0.4260709333525776
EO_7922_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,unsegmented-band,train,24.0,12.041594578792296,0.501733107449679,3,normal,6526,0,1,11,,,,
EO_8539_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,unsegmented-band,train,19.924858845171276,5.830951894845301,0.2926470867450292,3,normal,4475,0,1,17,,,,
EO_8635_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-multilobed,train,20.518284528683193,5.385164807134504,0.2624568735074515,3,normal,5233,0,1,13,,,,
EO_8741_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,25.45584412271571,19.0,0.7463904912524668,3,normal,8000,0,1,10,,,,
EO_9228_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,32.64965543462902,21.0,0.6431920864232732,2,normal,7275,229,1,9,,,,
EO_9265_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,28.600699292150182,16.0,0.5594268810200526,3,normal,6788,0,1,5,,,,
EO_10150_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,26.627053911388696,13.0,0.4882252480226418,3,normal,6598,0,1,14,,,,
EO_12586_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,23.0,14.7648230602334,0.6419488287058001,3,normal,6647,0,1,20,,,,
EO_14468_ccrop.jpg,EO,Z_non_neutrofil,Eosinophil,segmented-bilobed,train,25.80697580112788,7.810249675906654,0.30264102760794276,2,normal,4744,0,1,4,,,,
BA_21413_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.459060435491963,16.278820596099706,0.5928396797968608,4,normal,6725,0,1,15,,,,
BA_22197_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,32.2490309931942,29.068883707497267,0.9013878188659974,2,normal,7030,91,1,12,,,,
BA_24720_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-multilobed,train,23.08679276123039,0.0,0.0,4,terpisah_di_nol,6232,0,3,7,,,,
BA_25245_ccrop.jpg,BA,Z_non_neutrofil,Basophil,segmented-bilobed,train,26.248809496813376,16.492422502470642,0.6283112574866618,3,normal,6258,0,1,13,,,,
BA_25610_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-indented,train,29.427877939124322,nan,1.0,1,tak_pernah_pecah,6086,0,1,6,,,,
BA_26315_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,35.608987629529715,nan,1.0,1,tak_pernah_pecah,6431,0,1,2,,,,
BA_30267_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.769728648009426,13.341664064126334,0.5612880256941267,3,normal,6250,85,1,12,,,,
BA_31317_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,27.586228448267445,0.0,0.0,2,terpisah_di_nol,6505,0,2,11,,,,
BA_32490_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,36.235341863986875,nan,1.0,1,tak_pernah_pecah,7123,251,1,3,,,,
BA_32675_ccrop.jpg,BA,Z_non_neutrofil,Basophil,unsegmented-band,train,29.410882339705484,19.313207915827967,0.6566687694967456,3,normal,7319,0,1,10,,,,
BA_32996_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,38.8329756778952,nan,1.0,1,tak_pernah_pecah,7227,0,1,2,,,,
BA_34424_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,23.345235059857504,16.97056274847714,0.7269390393784592,2,normal,5279,0,1,6,,,,
BA_35708_ccrop.jpg,BA,Z_non_neutrofil,Basophil,irregular,train,30.610455730027933,11.40175425099138,0.37247907550120535,2,normal,8339,0,1,18,,,,
LY_47940_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,34.713109915419565,nan,1.0,1,tak_pernah_pecah,5726,0,1,2,,,,
LY_48852_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,39.92492955535426,nan,1.0,1,tak_pernah_pecah,6977,0,1,1,,,,
LY_51513_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,39.84971769034255,nan,1.0,1,tak_pernah_pecah,5970,0,1,2,,,,
LY_51625_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.3275357934736,nan,1.0,1,tak_pernah_pecah,5442,0,1,1,,,,
LY_51843_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.01315561749642,nan,1.0,1,tak_pernah_pecah,5320,0,1,0,,,,
LY_56612_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,41.773197148410844,nan,1.0,1,tak_pernah_pecah,6517,0,1,1,,,,
LY_57780_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,33.015148038438355,nan,1.0,1,tak_pernah_pecah,4647,0,1,2,,,,
LY_59662_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,40.85339643163099,nan,1.0,1,tak_pernah_pecah,5933,0,1,2,,,,
LY_60053_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-indented,train,37.36308338453881,nan,1.0,1,tak_pernah_pecah,7312,0,1,9,,,,
LY_63391_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,37.73592452822641,nan,1.0,1,tak_pernah_pecah,5562,0,1,0,,,,
LY_64218_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,40.792156108742276,nan,1.0,1,tak_pernah_pecah,6559,0,1,0,,,,
LY_64434_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.18376618407357,nan,1.0,1,tak_pernah_pecah,6342,0,1,2,,,,
LY_64544_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,38.01315561749642,nan,1.0,1,tak_pernah_pecah,5442,0,1,0,,,,
LY_65073_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,42.720018726587654,nan,1.0,1,tak_pernah_pecah,6567,0,1,0,,,,
LY_65844_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,43.93176527297759,nan,1.0,1,tak_pernah_pecah,7496,0,1,0,,,,
LY_68814_ccrop.jpg,LY,Z_non_neutrofil,Lymphocyte,unsegmented-round,train,34.23448553724738,nan,1.0,1,tak_pernah_pecah,5186,0,1,2,,,,
MO_26771_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.6742416417845,32.0,0.8725470130387389,2,normal,8513,76,1,2,,,,
MO_27445_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,39.319206502675,nan,1.0,1,tak_pernah_pecah,8004,0,1,6,,,,
MO_28078_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,45.5411901469428,nan,1.0,1,tak_pernah_pecah,9529,0,1,2,,,,
MO_29936_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,36.235341863986875,26.92582403567252,0.7430818270389555,3,normal,11983,0,1,18,,,,
MO_30883_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,42.720018726587654,nan,1.0,1,tak_pernah_pecah,9637,0,1,7,,,,
MO_33803_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,37.0,31.144823004794873,0.8417519731025641,2,normal,10699,0,1,11,,,,
MO_35781_ccrop.jpg,MO,Z_non_neutrofil,Monocyte,unsegmented-indented,train,34.9857113690718,20.248456731316587,0.578763613456684,3,normal,8949,0,1,16,,,,
