img_name,kelompok,nucleus_shape,split,bridge_ratio,r_pisah,r_lobus,n_lobus,status_topologi,luas_nukleus,keyakinan
SNE_692892_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,1.0,,28.46049894151541,1,tak_pernah_pecah,5363,0.6666666666666667
SNE_449792_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.8283635370240595,21.3775577545166,25.80697580112788,2,normal,4815,0.4950302036907262
SNE_517466_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.7985957062499248,25.0,31.304951684997057,2,normal,6263,0.4652623729165915
SNE_703464_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.7056443041021173,15.524174690246582,22.0,2,normal,5304,0.372310970768784
SNE_960147_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.6641619364420573,19.92485809326172,30.0,2,normal,6290,0.33082860310872403
SNE_157991_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.6555213366563067,18.0,27.459060435491963,2,normal,6535,0.3221880033229734
SNE_714873_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.63861594708426,15.81138801574707,24.75883680627989,4,normal,7027,0.30528261375092663
SNE_226032_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.6197829931852049,17.464248657226562,28.178005607210743,2,normal,5814,0.2864496598518716
SNE_825561_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.6007884180541233,17.464248657226562,29.068883707497267,2,normal,5851,0.26745508472079
SNE_468966_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.5894139589042681,13.45362377166748,22.825424421026653,3,normal,5788,0.25608062557093475
SNE_432053_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.5793107350667318,12.165525436401367,21.0,4,normal,5302,0.2459774017333985
SNE_164455_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.57906095205351,10.630146026611328,18.35755975068582,3,normal,5259,0.24572761872017673
SNE_175362_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5727128510276768,12.806248664855955,22.360679774997894,3,normal,5226,0.23937951769434346
SNE_870699_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5604697976269949,13.0,23.194827009486403,2,normal,5492,0.22713646429366158
SNE_768088_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.5547002133604589,12.165525436401367,21.93171219946131,4,normal,6311,0.22136688002712562
SNE_918028_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,val,0.5537181417328683,11.40175437927246,20.591260281974,3,normal,4942,0.22038480839953495
SNE_65575_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5521576267064704,11.180339813232422,20.248456731316587,3,normal,5437,0.21882429337313708
SNE_674280_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.5471529031050638,12.0,21.93171219946131,2,normal,5288,0.2138195697717305
SNE_790833_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.5358751340191494,9.219544410705566,17.204650534085253,5,normal,5700,0.20254180068581612
SNE_158445_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.5352443404305239,10.29563045501709,19.235384061671343,4,normal,5326,0.20191100709719062
SNE_194857_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.5326697405646829,9.05538558959961,17.0,4,normal,4787,0.19933640723134954
SNE_973516_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,train,0.5317945337318979,11.180339813232422,21.02379604162864,2,normal,5555,0.19846120039856457
SNE_266723_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5293445605895098,10.440306663513184,19.72308292331602,3,normal,5018,0.19601122725617653
SNE_389659_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5198752449100363,10.0,19.235384061671343,3,normal,6081,0.18654191157670302
SNE_888384_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.515637822158334,10.630146026611328,20.615528128088304,3,normal,5059,0.18230448882500067
SNE_607695_ccrop.jpg,B_sepakat_segmented,segmented-multilobed,train,0.5153471314801901,9.899495124816896,19.209372712298546,3,normal,5598,0.18201379814685675
SNE_647035_ccrop.jpg,B_sepakat_segmented,segmented-bilobed,test,0.5000000074041233,10.440306663513184,20.8806130178211,3,normal,5246,0.16666667407079
BNE_333793_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.0,0.0,30.886890422961,6,terpisah_di_nol,12413,0.3333333333333333
BNE_839717_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0,0.0,37.05401462729781,3,terpisah_di_nol,11270,0.3333333333333333
BNE_356501_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0,0.0,29.068883707497267,5,terpisah_di_nol,10869,0.3333333333333333
BNE_51939_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0,0.0,23.769728648009423,5,terpisah_di_nol,10720,0.3333333333333333
BNE_359949_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.0,0.0,38.3275357934736,3,terpisah_di_nol,14779,0.3333333333333333
BNE_290973_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0,0.0,37.65634076752546,3,terpisah_di_nol,13678,0.3333333333333333
BNE_197388_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.0698430306024075,2.2360680103302,32.01562118716424,3,normal,8607,0.26349030273092583
BNE_45719_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0769230769230769,2.0,26.0,2,normal,6263,0.2564102564102564
BNE_379425_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0894427190999915,2.0,22.360679774997894,2,normal,5375,0.2438906142333418
BNE_872206_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.0964037373253818,2.2360680103302,23.194827009486403,3,normal,5751,0.23692959600795152
BNE_514231_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1064794290633428,2.2360680103302,21.0,3,normal,5219,0.22685390426999053
BNE_362920_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1117161527836485,2.8284270763397217,25.317977802344327,3,normal,6420,0.22161718054968482
BNE_640026_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1176470568100857,2.8284270763397217,24.04163056034261,3,normal,4796,0.21568627652324762
BNE_514118_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.1307440916776366,3.1622776985168457,24.186773244895647,3,normal,5170,0.20258924165569672
BNE_482975_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.141421358313687,2.2360680103302,15.811388300841896,4,normal,5029,0.19191197501964632
BNE_973117_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1424940975371366,2.8284270763397217,19.849433241279208,3,normal,5471,0.19083923579619672
BNE_934554_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1504142112230972,3.1622776985168457,21.02379604162864,3,normal,4262,0.18291912211023612
BNE_735513_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.1550434201166988,3.1622776985168457,20.396078054371134,4,normal,5315,0.1782899132166345
BNE_695453_ccrop.jpg,A_sepakat_band,unsegmented-band,test,0.1559625664216045,4.242640495300293,27.202941017470888,3,normal,6726,0.17737076691172882
BNE_723261_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.1621029607584628,4.242640495300293,26.1725046566048,3,normal,6410,0.1712303725748705
BNE_612838_ccrop.jpg,A_sepakat_band,unsegmented-band,train,0.194581380243306,4.123105525970459,21.18962010041709,3,normal,5959,0.1387519530900273
