img_name,tinggi,lebar,piks_sitoplasma,piks_nukleus,piks_vakuola,piks_trombosit,piks_sel_lain,luas_sel,luas_sel_rel,rasio_NC,frak_vakuola,n_lobus,nuc_solidity,nuc_eccentricity,nuc_circularity,sel_solidity,sel_eccentricity,cyto_R,cyto_G,cyto_B,cyto_std,cyto_entropi,nuc_std,nuc_gray_std,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,ada_gambar,ada_mask,prefix,kelompok
BNE_7323_ccrop.jpg,360,360,8778,5267,0,0,56388,14045,0.1083719135802469,0.3750088999644001,0.0,1,0.7664435389988359,0.761878542317038,0.3762771218909996,0.9890845070422536,0.3188109685746598,189.8934837092732,150.3058783321941,178.77728411938938,19.746510884021205,3.174160767577014,39.70060868316533,18.389447362496533,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_7323_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_7938_ccrop.jpg,360,360,13986,8049,0,0,54958,22035,0.1700231481481481,0.3652825051055139,0.0,1,0.8991286863270778,0.7494171224920455,0.3505118050069172,0.9831786542923434,0.3872955904474088,219.03975403975403,181.8033748033748,182.31788931788927,13.588861624923975,2.5425267407621885,37.35294081612164,22.347443682418863,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_7938_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_8741_ccrop.jpg,360,360,10070,7352,0,0,47771,17422,0.134429012345679,0.4219951785099299,0.0,1,0.8328047122791119,0.7831280015416336,0.5200087956017396,0.983793551301598,0.4375347629507126,206.1147964250248,167.74409136047666,176.62095332671302,15.974625283644722,2.871963286473596,37.33932538650284,23.59967171284772,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_8741_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_9071_ccrop.jpg,360,360,11463,6710,0,79,63767,18173,0.1402237654320987,0.3692290761019094,0.0,1,0.9242424242424242,0.4233931508551212,0.4783532146338223,0.9748417551764832,0.4989928975884014,203.676611707232,164.40190177091512,176.4884410712728,20.02297189227389,3.2022024712059483,38.661768677530375,20.922070609289104,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_9071_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_9373_ccrop.jpg,360,360,6692,5250,0,0,29237,11942,0.092145061728395,0.4396248534583822,0.0,1,0.9622434017595308,0.6614843521469529,0.648408214566933,0.9888217272501448,0.3551798989819249,198.80693365212196,166.8714883442917,180.76554094441124,14.514376835711294,2.613215848488904,38.08364278611092,19.07804210610111,Neutrophil,small,round,unsegmented-round,low,densely,no,clear,light blue,small,pink,yes,BNE_9373_ccrop.jpg,train,True,True,BNE,E_lainnya
BNE_9763_ccrop.jpg,360,360,9525,6009,0,0,27827,15534,0.1198611111111111,0.3868288914638856,0.0,1,0.8283705541770058,0.7199856355506393,0.3989438985232467,0.9739184952978056,0.2728822792104201,201.82530183727036,160.98855643044618,177.73333333333332,17.77137205547308,3.0862381732009188,38.3064559644239,19.959826872345943,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_9763_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_12387_ccrop.jpg,360,360,6897,5274,0,0,40567,12171,0.093912037037037,0.4333251170815874,0.0,1,0.7401066516980073,0.8236306851144393,0.4224364146657808,0.9884674734020954,0.4365651747528337,202.2965057271277,160.06379585326954,177.45541539799913,17.915493958033682,2.9885030619278705,40.15836181428241,15.176869045708946,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_12387_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_12405_ccrop.jpg,360,360,9994,6077,0,0,60260,16071,0.1240046296296296,0.3781345280318586,0.0,1,0.7673948730900366,0.8432519312481414,0.4393352778843143,0.988437173257888,0.407047031095303,191.99269561737043,150.18531118671203,171.4407644586752,18.60390370906053,3.087208025843309,39.15015295706039,20.119034991697976,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_12405_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_14932_ccrop.jpg,360,360,6088,5139,0,0,52632,11227,0.086628086419753,0.4577358154449096,0.0,1,0.8058648267210287,0.8397156970850975,0.4478155688084941,0.9895989422653152,0.2152560464865826,191.2314388961892,146.9533508541393,175.23702365308804,14.56163310732155,2.6889411176381803,38.50292480653584,17.783759947406487,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_14932_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_16131_ccrop.jpg,360,360,7739,5365,0,0,53713,13104,0.1011111111111111,0.4094169719169719,0.0,1,0.7878120411160059,0.7739217522086538,0.4229253186816759,0.9726118904475618,0.4682808510807069,204.02597234784852,166.63690399276393,176.50898048843518,17.97621654151056,2.9799294225078223,38.46043751325067,19.829930615914428,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_16131_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_17008_ccrop.jpg,360,360,12405,6206,0,0,38010,18611,0.1436033950617284,0.3334587072161625,0.0,1,0.9321117452688495,0.4488645764239777,0.3981278921132034,0.9868497799459144,0.5849145708969054,223.28512696493348,184.0591696896413,184.1841999193873,13.203484626993086,2.5232168958268484,38.22460931557909,21.38751804090832,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_17008_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_21130_ccrop.jpg,360,360,7952,6375,0,0,37147,14327,0.1105478395061728,0.4449640538842744,0.0,1,0.8308353968460837,0.6071064715422538,0.3596938368372578,0.9902543544373792,0.3680016846413772,184.90518108651912,143.2228370221328,170.87374245472836,15.66816501701615,2.894733230324282,37.92427800424116,20.635817640401307,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_21130_ccrop.jpg,train,True,True,BNE,A_sepakat_band
BNE_24354_ccrop.jpg,360,360,11398,6750,0,0,55051,18148,0.1400308641975308,0.371941811769892,0.0,1,0.870181771303339,0.8388687860162299,0.4826859540077906,0.9891535400882978,0.4427006042967759,209.62844358659413,173.41033514651693,183.2509212142481,15.418327983347488,2.7570360586003497,39.301549605562734,23.06427491293763,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_24354_ccrop.jpg,train,True,True,BNE,A_sepakat_band
