img_name,galat,lub_n,lub_lebar_maks,lub_piks,br_0,st_0,rp_0,rl_0,nl_0,lu_0,br_1,st_1,rp_1,rl_1,nl_1,lu_1,br_1.5,st_1.5,rp_1.5,rl_1.5,nl_1.5,lu_1.5,br_2,st_2,rp_2,rl_2,nl_2,lu_2,br_2.5,st_2.5,rp_2.5,rl_2.5,nl_2.5,lu_2.5,br_3,st_3,rp_3,rl_3,nl_3,lu_3,br_4,st_4,rp_4,rl_4,nl_4,lu_4,br_5,st_5,rp_5,rl_5,nl_5,lu_5,br_6,st_6,rp_6,rl_6,nl_6,lu_6,br_8,st_8,rp_8,rl_8,nl_8,lu_8,br_12,st_12,rp_12,rl_12,nl_12,lu_12,br_999,st_999,rp_999,rl_999,nl_999,lu_999
LY_51625_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442,1.0,tak_pernah_pecah,,38.3275357934736,1,5442
LY_51843_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320,1.0,tak_pernah_pecah,,38.01315561749642,1,5320
LY_56612_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517,1.0,tak_pernah_pecah,,41.773197148410844,1,6517
LY_57780_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647,1.0,tak_pernah_pecah,,33.015148038438355,1,4647
LY_59662_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933,1.0,tak_pernah_pecah,,40.85339643163099,1,5933
LY_60053_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312,1.0,tak_pernah_pecah,,37.36308338453881,1,7312
LY_63391_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562,1.0,tak_pernah_pecah,,37.73592452822641,1,5562
LY_64218_ccrop.jpg,,0,0.0,0,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559,1.0,tak_pernah_pecah,,40.792156108742276,1,6559
BA_32490_ccrop.jpg,,1,8.0,251,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,0.4902903378454601,normal,11.180339887498949,22.80350850198276,3,6872,1.0,tak_pernah_pecah,,36.235341863986875,1,7123,1.0,tak_pernah_pecah,,36.235341863986875,1,7123,1.0,tak_pernah_pecah,,36.235341863986875,1,7123
BA_32675_ccrop.jpg,,0,0.0,0,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319,0.41083588836374807,normal,12.083045973594572,29.410882339705484,2,7319
