img_name,label,cell_size,cell_shape,nucleus_shape,nuclear_cytoplasmic_ratio,chromatin_density,cytoplasm_vacuole,cytoplasm_texture,cytoplasm_colour,granule_type,granule_colour,granularity,path,split,prefix,kelompok,r_lobus,r_pisah,bridge_ratio,n_lobus,status_topologi,luas_nukleus,jarak_saddle_ke_lubang,n_lobus_kal,tau_br,rho_br,tau_lobus,rho_lobus,aturan_lubang,lub_n,lub_lebar_maks,lub_piks,br_0,st_0,rp_0,rl_0,nl_0,lu_0,br_1,st_1,rp_1,rl_1,nl_1,lu_1,br_1.5,st_1.5,rp_1.5,rl_1.5,nl_1.5,lu_1.5,br_2,st_2,rp_2,rl_2,nl_2,lu_2,br_2.5,st_2.5,rp_2.5,rl_2.5,nl_2.5,lu_2.5,br_3,st_3,rp_3,rl_3,nl_3,lu_3,br_4,st_4,rp_4,rl_4,nl_4,lu_4,br_5,st_5,rp_5,rl_5,nl_5,lu_5,br_6,st_6,rp_6,rl_6,nl_6,lu_6,br_8,st_8,rp_8,rl_8,nl_8,lu_8,br_12,st_12,rp_12,rl_12,nl_12,lu_12,br_999,st_999,rp_999,rl_999,nl_999,lu_999,vonis_0,vonis_999,peka,kel
BNE_7323_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_7323_ccrop.jpg,train,BNE,A_sepakat_band,20.223748416156685,10.0,0.4944681764341487,3,normal,5267,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,0.49446817643414875,normal,10.0,20.223748416156685,2,5267,True,True,False,A
BNE_7938_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_7938_ccrop.jpg,train,BNE,A_sepakat_band,22.0,12.083045959472656,0.5492293617942117,3,normal,8049,999.0,2,1.25,0.2,4.0,0.4,tidak,3,16.0,476,0.549229362436117,normal,12.083045973594572,22.0,2,8049,0.549229362436117,normal,12.083045973594572,22.0,2,8049,0.549229362436117,normal,12.083045973594572,22.0,2,8049,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.549229362436117,normal,12.083045973594572,22.0,2,8060,0.45761530208886403,normal,18.867962264113206,41.23105625617661,1,8525,True,True,False,A
BNE_8741_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_8741_ccrop.jpg,train,BNE,A_sepakat_band,25.45584412271571,18.97366523742676,0.7453559640748848,2,normal,7352,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,0.7453559924999299,normal,18.973665961010276,25.45584412271571,2,7352,True,True,False,A
BNE_9071_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_9071_ccrop.jpg,train,BNE,A_sepakat_band,23.43074902771996,20.880613327026367,0.8911628604925675,2,normal,6710,999.0,1,1.25,0.2,4.0,0.4,tidak,1,10.198039027185569,273,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,0.8911628472960084,normal,20.8806130178211,23.430749027719962,1,6710,1.0,tak_pernah_pecah,,40.607881008493905,1,6983,1.0,tak_pernah_pecah,,40.607881008493905,1,6983,True,True,False,A
BNE_9373_ccrop.jpg,Neutrophil,small,round,unsegmented-round,low,densely,no,clear,light blue,small,pink,yes,BNE_9373_ccrop.jpg,train,BNE,E_lainnya,32.01562118716424,,1.0,1,tak_pernah_pecah,5250,,1,1.25,0.2,4.0,0.4,tidak,0,0.0,0,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,1.0,tak_pernah_pecah,,32.01562118716424,1,5250,True,True,False,E
BNE_9763_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_9763_ccrop.jpg,train,BNE,A_sepakat_band,23.194827009486403,13.45362377166748,0.5800269071274,3,normal,6009,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,0.5800269190010058,normal,13.45362404707371,23.194827009486403,2,6009,True,True,False,A
BNE_12387_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_12387_ccrop.jpg,train,BNE,A_sepakat_band,21.633307652783937,12.727922439575195,0.5883484228976548,2,normal,5274,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,0.588348405414552,normal,12.727922061357855,21.633307652783937,2,5274,True,True,False,A
BNE_12405_ccrop.jpg,Neutrophil,big,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_12405_ccrop.jpg,train,BNE,A_sepakat_band,22.0,13.0,0.5909090909090909,2,normal,6077,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,0.5909090909090909,normal,13.0,22.0,2,6077,True,True,False,A
BNE_14932_ccrop.jpg,Neutrophil,small,round,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_14932_ccrop.jpg,train,BNE,A_sepakat_band,22.360679774997894,10.630146026611328,0.4753945825250443,2,normal,5139,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,0.4753945729601885,normal,10.63014581273465,22.360679774997898,2,5139,True,True,False,A
BNE_16131_ccrop.jpg,Neutrophil,big,irregular,unsegmented-band,low,densely,no,clear,light blue,small,pink,yes,BNE_16131_ccrop.jpg,train,BNE,A_sepakat_band,23.53720459187964,9.848857879638672,0.418437875287728,3,normal,5365,999.0,2,1.25,0.2,4.0,0.4,tidak,0,0.0,0,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,0.41843787198051424,normal,9.848857801796104,23.53720459187964,2,5365,True,True,False,A
