img_name,label,rasio_NC,frak_vakuola,cytoplasm_vacuole,nuclear_cytoplasmic_ratio
BA_773081_ccrop.jpg,Basophil,0.552177417113637,0.03182058194147236,no,low
BNE_359949_ccrop.jpg,Neutrophil,0.5109950902427218,0.03512896756794136,no,low
BNE_441101_ccrop.jpg,Neutrophil,0.3379860123281176,0.04024419155998103,no,low
EO_774353_ccrop.jpg,Eosinophil,0.5186735165088894,0.05682867697991226,no,low
MO_266868_ccrop.jpg,Monocyte,0.5497293455082289,0.046585379189676854,no,low
MO_499033_ccrop.jpg,Monocyte,0.5040258530974421,0.08873308867831517,no,low
MO_804611_ccrop.jpg,Monocyte,0.45782029103490385,0.02320138394220006,no,low
SNE_556912_ccrop.jpg,Neutrophil,0.3568250693145915,0.020762138113353538,no,low
MO_610112_ccrop.jpg,Monocyte,0.5599102082873335,0.03028630308383013,no,low
SNE_106040_ccrop.jpg,Neutrophil,0.4117726202489068,0.027648839556004036,no,low
EO_965871_ccrop.jpg,Eosinophil,0.4844103497594591,0.0329736055129372,no,low
